time,χ,ϕ,p,e
5586.516,6.399626,7.9320893,10.544523,0.032694332
5588.0884,6.4174743,7.9727564,10.540362,0.032491762
5589.661,6.4353414,8.013447,10.536207,0.032290224
5591.2334,6.4532156,8.054134,10.532062,0.03208984
5592.8057,6.4711027,8.094831,10.527923,0.03189055
5594.3784,6.4890075,8.13555,10.523789,0.031692278
5595.9507,6.506919,8.176263,10.519665,0.031495154
5597.5234,6.5248475,8.216996,10.515546,0.03129905
5599.0957,6.542782,8.257725,10.511436,0.03110408
5600.668,6.560727,8.298458,10.507333,0.030910185
5602.2407,6.578689,8.33921,10.503236,0.030717298
5603.813,6.596656,8.379954,10.499146,0.03052554
5605.3853,6.6146326,8.420703,10.495065,0.030334841
5606.958,6.6326256,8.461468,10.490988,0.030145144
5608.5303,6.650622,8.502223,10.486919,0.02995656
5610.1025,6.668628,8.54298,10.482858,0.029769028
5611.6753,6.6866493,8.583754,10.478802,0.029582486
5613.2476,6.7046733,8.624515,10.474754,0.029397048
5614.82,6.7227063,8.6652775,10.470713,0.029212648
5616.3926,6.7407537,8.706054,10.466677,0.02902923
5617.965,6.7588034,8.746818,10.462648,0.0288469
5619.5376,6.776867,8.787594,10.458626,0.028665546
5621.11,6.7949324,8.828357,10.454611,0.028485272
5622.682,6.813006,8.869119,10.450603,0.02830602
5624.255,6.8310924,8.909892,10.446599,0.02812773
5625.827,6.84918,8.95065,10.442604,0.027950509
5627.3994,6.8672757,8.991407,10.438614,0.027774299
5628.972,6.885383,9.032174,10.43463,0.027599039
5630.5444,6.903492,9.072925,10.430654,0.027424835
5632.1167,6.9216075,9.113673,10.426682,0.02725163
5633.6895,6.939735,9.15443,10.422717,0.027079364
5635.2617,6.957863,9.195171,10.418758,0.02690814
5636.8345,6.9760027,9.235921,10.414805,0.026737852
5638.4067,6.994143,9.276653,10.410859,0.026568595
5639.979,7.0122895,9.317382,10.406919,0.026400318
5641.552,7.030447,9.358118,10.402984,0.026232962
5643.124,7.0486045,9.398836,10.3990555,0.026066625
5644.6963,7.0667677,9.43955,10.395133,0.025901254
5646.269,7.084942,9.480271,10.391215,0.025736792
5647.8413,7.103116,9.520974,10.387304,0.02557334
5649.4136,7.1212955,9.561672,10.3834,0.025410837
5650.9863,7.1394854,9.602376,10.379499,0.025249232
5652.5586,7.1576753,9.643063,10.375606,0.025088621
5654.1313,7.1758757,9.683756,10.3717165,0.024928901
5655.7036,7.194075,9.72443,10.367834,0.024770167
5657.276,7.21228,9.765099,10.363957,0.024612362
5658.8486,7.2304955,9.805774,10.3600855,0.024455436
5660.421,7.2487097,9.84643,10.356219,0.02429948
5661.993,7.266929,9.88708,10.352359,0.024144443
5663.566,7.285159,9.927736,10.348503,0.023990272
5665.138,7.3033886,9.968374,10.344653,0.023837058
5666.7104,7.3216224,10.0090065,10.340809,0.023684748
5668.283,7.3398666,10.049645,10.336968,0.023533294
5669.8555,7.3581104,10.090264,10.333136,0.023382783
5671.428,7.376364,10.130891,10.329306,0.023233118
5673.0005,7.3946176,10.171499,10.325482,0.023084387
5674.5728,7.412875,10.212101,10.321664,0.022936542
5676.1455,7.4311438,10.25271,10.31785,0.022789529
5677.718,7.4494114,10.293301,10.314042,0.022643438
5679.29,7.4676843,10.333886,10.310239,0.022498216
5680.863,7.4859676,10.374478,10.306439,0.022353817
5682.435,7.50425,10.415052,10.302647,0.022210324
5684.0073,7.5225377,10.455622,10.298859,0.02206769
5685.58,7.5408363,10.496199,10.2950735,0.021925867
5687.1523,7.5591345,10.536758,10.291295,0.021784935
5688.725,7.5774436,10.577327,10.28752,0.021644805
5690.2974,7.5957522,10.617877,10.2837515,0.02150556
5691.8696,7.614066,10.658423,10.279987,0.021367151
5693.4424,7.6323915,10.698978,10.276226,0.021229533
5695.0146,7.650717,10.739516,10.27247,0.021092786
5696.587,7.669048,10.780051,10.268721,0.02095686
5698.1597,7.68739,10.820596,10.264973,0.020821715
5699.732,7.7057323,10.861125,10.261231,0.020687426
5701.304,7.724081,10.90165,10.257495,0.020553946
5702.877,7.742441,10.942187,10.253761,0.020421233
5704.449,7.760802,10.982708,10.250033,0.020289363
5706.022,7.7791743,11.02324,10.246308,0.020158252
5707.594,7.797548,11.063758,10.242589,0.020027975
5709.1665,7.815928,11.104275,10.2388735,0.019898487
5710.7393,7.8343205,11.144802,10.235162,0.019769745
5712.3115,7.852714,11.185317,10.231455,0.019641826
5713.884,7.8711143,11.225831,10.227753,0.019514682
5715.4565,7.889528,11.266357,10.224053,0.019388273
5717.029,7.907943,11.306872,10.22036,0.019262673
5718.601,7.926365,11.347387,10.216669,0.019137837
5720.174,7.944801,11.387917,10.212982,0.019013725
5721.746,7.9632382,11.428433,10.2093,0.018890407
5723.3184,7.9816837,11.468953,10.205622,0.018767841
5724.891,8.000143,11.509486,10.201946,0.018645987
5726.4634,8.018604,11.550011,10.1982765,0.018524915
5728.036,8.037081,11.590549,10.194609,0.018404545
5729.6084,8.055559,11.63108,10.190947,0.018284949
5731.1807,8.074047,11.671613,10.187287,0.018166086
5732.7534,8.092549,11.712163,10.183631,0.018047914
5734.3257,8.111054,11.752706,10.17998,0.017930502
5735.898,8.129569,11.793252,10.176332,0.017813811
5737.4707,8.148099,11.8338175,10.172688,0.0176978
5739.043,8.166633,11.874375,10.169047,0.017582538
5740.615,8.185177,11.914939,10.16541,0.017467983
5742.188,8.203736,11.955523,10.161777,0.017354097
5743.7603,8.222301,11.9961,10.158146,0.017240947
5745.333,8.24088,12.036698,10.154519,0.017128458
5746.9053,8.259465,12.0772915,10.150896,0.017016698
5748.4775,8.278061,12.117892,10.147277,0.016905624
5750.0503,8.296674,12.158515,10.14366,0.016795203
5751.6226,8.315292,12.199135,10.140047,0.016685497
5753.195,8.333921,12.239763,10.136437,0.016576467
5754.7676,8.352569,12.280416,10.132831,0.016468078
5756.34,8.371222,12.321065,10.129228,0.016360391
5757.912,8.389887,12.361726,10.1256275,0.016253369
5759.485,8.40857,12.4024105,10.12203,0.016146977
5761.057,8.42726,12.443094,10.118437,0.016041275
5762.63,8.445969,12.483804,10.114845,0.015936194
5764.202,8.4646845,12.524513,10.1112585,0.015831798
5765.7744,8.483414,12.565236,10.107674,0.015728049
5767.347,8.502162,12.605986,10.104092,0.01562491
5768.9194,8.520917,12.646736,10.100513,0.015522443
5770.4917,8.539687,12.687502,10.096938,0.015420611
5772.0645,8.558476,12.728296,10.093365,0.01531938
5773.6367,8.577274,12.769093,10.089795,0.015218809
5775.209,8.5960865,12.809906,10.086228,0.015118863
5776.7817,8.61492,12.850748,10.082664,0.015019508
5778.354,8.633761,12.891595,10.0791025,0.014920801
5779.927,8.652625,12.932472,10.075542,0.014822677
5781.499,8.671497,12.973354,10.071987,0.014725194
5783.0713,8.690386,13.014256,10.068434,0.014628319
5784.644,8.709296,13.055189,10.064882,0.014532017
5786.2163,8.728216,13.096128,10.061335,0.014436345
5787.7886,8.747153,13.137089,10.057789,0.014341269
5789.3613,8.766112,13.1780815,10.054245,0.014246757
5790.9336,8.785082,13.219083,10.050705,0.014152864
5792.506,8.804069,13.260105,10.047167,0.014059557
5794.0786,8.823078,13.301163,10.043631,0.013966804
5795.651,8.8421,13.34223,10.040098,0.013874659
5797.2236,8.861145,13.383332,10.036566,0.013783062
5798.796,8.880202,13.424445,10.033038,0.013692065
5800.368,8.899278,13.465582,10.029511,0.013601638
5801.941,8.918377,13.506757,10.025987,0.013511748
5803.513,8.937489,13.547942,10.022466,0.013422449
5805.0854,8.95662,13.589153,10.018946,0.01333371
5806.658,8.975776,13.630403,10.015428,0.013245499
5808.2305,8.994945,13.671666,10.011912,0.013157868
5809.8027,9.014133,13.712955,10.0084,0.013070785
5811.3755,9.033348,13.754284,10.004888,0.012984223
5812.9478,9.052576,13.795628,10.001379,0.012898231
5814.5205,9.071831,13.837012,9.997871,0.012812751
5816.093,9.0911,13.878411,9.994366,0.012727835
5817.665,9.110389,13.91984,9.990863,0.012643453
5819.238,9.129704,13.961311,9.987361,0.012559574
5820.81,9.149036,14.002798,9.983862,0.012476249
5822.3823,9.168388,14.044316,9.980365,0.012393447
5823.955,9.187768,14.085876,9.976868,0.012311141
5825.5273,9.207164,14.127456,9.973373,0.012229378
5827.0996,9.226582,14.169065,9.969882,0.012148131
5828.6724,9.246027,14.210721,9.966391,0.012067369
5830.2446,9.265489,14.252395,9.962902,0.011987142
5831.817,9.284973,14.294102,9.9594145,0.011907421
5833.3896,9.304486,14.335855,9.955928,0.011828178
5834.962,9.324017,14.377627,9.952444,0.0117494585
5836.5347,9.343576,14.419447,9.948961,0.011671212
5838.107,9.3631525,14.461288,9.94548,0.011593483
5839.679,9.382752,14.503163,9.942001,0.011516246
5841.252,9.402383,14.545087,9.938522,0.011439472
5842.824,9.42203,14.587033,9.935045,0.011363207
5844.3965,9.441702,14.629014,9.931571,0.011287425
5845.969,9.461405,14.671044,9.928096,0.011212098
5847.5415,9.481125,14.713099,9.9246235,0.011137272
5849.114,9.500871,14.755189,9.921152,0.01106292
5850.6865,9.520647,14.79733,9.917682,0.010989015
5852.259,9.540442,14.839496,9.914213,0.010915602
5853.8315,9.560268,14.881712,9.910745,0.010842631
5855.404,9.580114,14.923954,9.907279,0.010770145
5856.976,9.599986,14.966233,9.903813,0.010698118
5858.549,9.61989,15.008565,9.900349,0.0106265275
5860.121,9.639813,15.050923,9.896886,0.010555414
5861.6934,9.659762,15.093321,9.893424,0.01048475
5863.266,9.679745,15.135771,9.889962,0.010414515
5864.8384,9.699747,15.178248,9.886502,0.010344747
5866.4106,9.719776,15.220766,9.883043,0.010275424
5867.9834,9.739838,15.263337,9.879584,0.010206521
5869.5557,9.759921,15.305937,9.876127,0.010138076
5871.1284,9.780037,15.348591,9.87267,0.010070046
5872.7007,9.800174,15.391273,9.869215,0.0100024715
5874.273,9.820338,15.433996,9.86576,0.009935328
5875.8457,9.840537,15.476776,9.862306,0.009868591
5877.418,9.860757,15.519584,9.858852,0.0098023005
5878.99,9.881004,15.562435,9.8554,0.009736434
5880.563,9.901286,15.605342,9.851947,0.009670966
5882.1353,9.92159,15.648279,9.8484955,0.009605938
5883.7075,9.941922,15.691259,9.845045,0.009541325
5885.2803,9.96229,15.734296,9.841594,0.009477106
5886.8525,9.982678,15.777364,9.838143,0.009413317
5888.4253,10.003103,15.820489,9.834694,0.009349916
5889.9976,10.02355,15.863645,9.831244,0.009286941
5891.57,10.044025,15.906844,9.827797,0.00922437
5893.1426,10.064536,15.950103,9.8243475,0.00916218
5894.715,10.08507,15.993392,9.8209,0.009100408
5896.287,10.105633,16.036726,9.817453,0.009039033
5897.86,10.126232,16.080118,9.814005,0.008978033
5899.432,10.146853,16.123545,9.810558,0.008917443
5901.0044,10.167505,16.167013,9.807113,0.008857244
5902.577,10.188193,16.210543,9.803665,0.008797412
5904.1494,10.208904,16.254105,9.800219,0.008737983
5905.722,10.229651,16.297726,9.796772,0.008678919
5907.2944,10.2504225,16.34138,9.793326,0.008620254
5908.8667,10.271223,16.385078,9.789881,0.008561966
5910.4395,10.292061,16.428839,9.786434,0.008504036
5912.0117,10.312922,16.472631,9.782989,0.008446498
5913.584,10.333813,16.51647,9.779543,0.008389331
5915.1567,10.354741,16.56037,9.776096,0.008332516
5916.729,10.375694,16.604301,9.772651,0.008276086
5918.3013,10.396677,16.648281,9.769204,0.008220021
5919.874,10.417697,16.692322,9.765758,0.008164301
5921.4463,10.438741,16.736395,9.762311,0.008108958
5923.019,10.459822,16.780529,9.758863,0.0080539575
5924.5913,10.480927,16.824696,9.755417,0.00799933
5926.1636,10.502063,16.86891,9.751969,0.007945057
5927.7363,10.523237,16.913185,9.748521,0.007891119
5929.3086,10.544435,16.957495,9.745073,0.007837549
5930.881,10.565663,17.00185,9.741625,0.007784326
5932.4536,10.58693,17.046267,9.738175,0.007731433
5934.026,10.608221,17.090717,9.734727,0.007678901
5935.598,10.629542,17.135216,9.731277,0.0076267105
5937.171,10.650902,17.179775,9.727826,0.007574844
5938.743,10.672286,17.224367,9.724376,0.007523332
5940.3154,10.693701,17.269007,9.720924,0.0074721556
5941.888,10.715154,17.313707,9.717472,0.0074212975
5943.4604,10.73663,17.35844,9.714019,0.0073707877
5945.033,10.758146,17.403236,9.710565,0.0073205926
5946.6055,10.779685,17.448065,9.707111,0.0072707413
5948.1777,10.801256,17.49294,9.703656,0.0072212163
5949.7505,10.822865,17.537878,9.7002,0.0071720006
5951.3228,10.844497,17.582848,9.696744,0.007123123
5952.895,10.866161,17.627865,9.693287,0.0070745656
5954.468,10.887863,17.672941,9.689828,0.007026313
5956.04,10.909589,17.718052,9.686369,0.0069783917
5957.6123,10.931346,17.76321,9.682909,0.0069307857
5959.185,10.953141,17.808428,9.679447,0.0068834783
5960.7573,10.974961,17.85368,9.675985,0.006836497
5962.33,10.996819,17.89899,9.672521,0.0067898114
5963.9023,11.0187,17.944334,9.669057,0.0067434483
5965.4746,11.040612,17.989725,9.665591,0.006697391
5967.0474,11.062562,18.035175,9.662124,0.0066516246
5968.6196,11.084537,18.080658,9.658656,0.0066061746
5970.192,11.106542,18.126186,9.655188,0.006561025
5971.7646,11.128585,18.171776,9.651716,0.0065161614
5973.337,11.150652,18.217396,9.648245,0.0064716088
5974.909,11.172749,18.263062,9.644773,0.006427352
5976.482,11.194884,18.308786,9.641297,0.0063833753
5978.054,11.217043,18.354544,9.637821,0.006339705
5979.627,11.239239,18.400358,9.634343,0.006296312
5981.199,11.261459,18.446205,9.630865,0.006253221
5982.7715,11.28371,18.492098,9.627385,0.0062104175
5984.344,11.305998,18.538048,9.623902,0.006167887
5985.9165,11.328309,18.584028,9.620419,0.0061256527
5987.489,11.350651,18.630053,9.616934,0.0060837017
5989.0615,11.373029,18.676136,9.613446,0.006042018
5990.634,11.395431,18.72225,9.609958,0.006000627
5992.206,11.417863,18.768406,9.606468,0.005959513
5993.779,11.440331,18.814621,9.602975,0.0059186625
5995.351,11.462823,18.860865,9.599482,0.0058780992
5996.924,11.485352,18.907167,9.595985,0.0058377963
5998.496,11.507903,18.953497,9.592488,0.005797777
6000.0684,11.530484,18.99987,9.588989,0.0057580275
6001.641,11.553102,19.0463,9.585486,0.005718534
6003.2134,11.575742,19.092758,9.581984,0.005679319
6004.7856,11.598412,19.13926,9.578479,0.00564037
6006.3584,11.621118,19.185816,9.57497,0.005601672
6007.9307,11.643846,19.2324,9.571461,0.0055632484
6009.503,11.666603,19.279026,9.567949,0.005525085
6011.0757,11.689396,19.325708,9.564435,0.0054871696
