time,χ,ϕ,p,e
5341.215,6.222025,3.07727,12.118843,-0.00056970835
5342.7876,6.2592545,3.114442,12.115737,-0.00057471223
5344.36,6.2964864,3.151616,12.112629,-0.0005796449
5345.9326,6.3337436,3.1888149,12.109517,-0.0005845095
5347.505,6.371003,3.226016,12.106403,-0.0005893031
5349.077,6.4082775,3.2632308,12.103288,-0.0005940271
5350.65,6.445577,3.3004708,12.100167,-0.000598683
5352.222,6.4828796,3.337713,12.097045,-0.00060326804
5353.7944,6.520197,3.3749692,12.09392,-0.00060778356
5355.367,6.55754,3.4122512,12.090791,-0.00061223103
5356.9395,6.5948863,3.4495356,12.08766,-0.0006166077
5358.5117,6.632247,3.4868345,12.084527,-0.00062091503
5360.0845,6.6696343,3.524159,12.081389,-0.00062515424
5361.6567,6.707025,3.5614865,12.07825,-0.0006293228
5363.2295,6.7444425,3.59884,12.075107,-0.0006334233
5364.802,6.781863,3.6361966,12.071962,-0.0006374532
5366.374,6.819299,3.673568,12.068814,-0.00064141385
5367.947,6.8567624,3.7109659,12.065662,-0.0006453065
5369.519,6.894229,3.7483668,12.062509,-0.0006491287
5371.0913,6.931711,3.7857828,12.059352,-0.00065288175
5372.664,6.969221,3.8232257,12.056191,-0.0006565668
5374.2363,7.0067344,3.860672,12.053029,-0.00066018157
5375.8086,7.044264,3.8981338,12.049864,-0.0006637273
5377.3813,7.081821,3.9356225,12.046695,-0.00066720496
5378.9536,7.1193824,3.973115,12.043524,-0.0006706126
5380.526,7.1569595,4.010623,12.04035,-0.00067395123
5382.0986,7.194565,4.0481586,12.037172,-0.00067722186
5383.671,7.2321744,4.085698,12.033992,-0.00068042264
5385.2437,7.2698126,4.123265,12.030808,-0.00068355544
5386.816,7.307455,4.160836,12.027623,-0.00068661844
5388.388,7.3451138,4.1984234,12.024434,-0.0006896126
5389.961,7.3828015,4.236038,12.021242,-0.0006925389
5391.533,7.4204936,4.273658,12.018047,-0.0006953955
5393.1055,7.458203,4.311293,12.01485,-0.0006981835
5394.678,7.49594,4.348957,12.011648,-0.0007009036
5396.2505,7.5336833,4.3866253,12.008446,-0.00070355425
5397.8228,7.571443,4.4243097,12.005239,-0.0007061363
5399.3955,7.6092315,4.462023,12.002028,-0.0007086506
5400.968,7.647025,4.4997406,11.9988165,-0.0007110956
5402.5405,7.684848,4.5374866,11.995601,-0.0007134729
5404.113,7.722676,4.5752378,11.992382,-0.000715781
5405.685,7.7605214,4.6130056,11.989161,-0.0007180207
5407.258,7.7983956,4.6508017,11.985936,-0.0007201928
5408.83,7.8362756,4.6886034,11.982709,-0.0007222959
5410.4023,7.874173,4.7264214,11.979478,-0.0007243307
5411.975,7.9120994,4.764268,11.976244,-0.00072629796
5413.5474,7.9500318,4.80212,11.973008,-0.0007281964
5415.1196,7.9879813,4.8399887,11.969769,-0.0007300268
5416.6924,8.02596,4.877887,11.966525,-0.0007317896
5418.2646,8.063945,4.9157896,11.96328,-0.00073348393
5419.8374,8.101959,4.953721,11.960031,-0.0007351107
5421.4097,8.139979,4.991658,11.9567795,-0.0007366691
5422.982,8.178017,5.029612,11.953525,-0.00073815964
5424.5547,8.216084,5.067595,11.950266,-0.00073958276
5426.127,8.254156,5.105583,11.947006,-0.00074093766
5427.699,8.292247,5.143588,11.943743,-0.00074222486
5429.272,8.330366,5.1816225,11.9404745,-0.0007434448
5430.844,8.368492,5.2196617,11.937205,-0.00074459665
5432.4165,8.406635,5.257718,11.933932,-0.00074568106
5433.9893,8.444808,5.295803,11.9306555,-0.00074669824
5435.5615,8.4829855,5.333894,11.927377,-0.0007476476
5437.1343,8.5211935,5.372013,11.924094,-0.0007485299
5438.7065,8.559407,5.410137,11.920809,-0.0007493446
5440.279,8.597638,5.448279,11.9175205,-0.000750092
5441.8516,8.635899,5.486449,11.914228,-0.00075077236
5443.424,8.674164,5.524624,11.910934,-0.00075138535
5444.996,8.712447,5.562816,11.907637,-0.0007519313
5446.569,8.750759,5.601037,11.904335,-0.00075241027
5448.141,8.789078,5.6392627,11.9010315,-0.00075282215
5449.7134,8.827413,5.677505,11.897725,-0.0007531671
5451.286,8.865777,5.715776,11.894414,-0.00075344526
5452.8584,8.904147,5.7540517,11.891101,-0.00075365655
5454.431,8.942546,5.792356,11.887784,-0.0007538012
5456.0034,8.98095,5.8306646,11.884465,-0.0007538791
5457.5757,9.019371,5.8689904,11.881143,-0.0007538904
5459.1484,9.057821,5.907344,11.877816,-0.0007538351
5460.7207,9.096276,5.945702,11.874487,-0.00075371336
5462.293,9.1347475,5.9840765,11.871156,-0.00075352524
5463.8657,9.173248,6.0224795,11.86782,-0.0007532707
5465.438,9.211754,6.0608864,11.864481,-0.00075294997
5467.0103,9.250277,6.0993094,11.86114,-0.000752563
5468.583,9.288827,6.1377606,11.857795,-0.0007521098
5470.1553,9.327382,6.1762156,11.854446,-0.0007515907
5471.728,9.365966,6.214699,11.851095,-0.0007510054
5473.3003,9.404554,6.2531857,11.847741,-0.0007503544
5474.8726,9.443159,6.291689,11.844383,-0.0007496375
5476.4453,9.481792,6.3302193,11.841022,-0.00074885465
5478.0176,9.52043,6.3687534,11.837658,-0.0007480063
5479.59,9.559083,6.4073033,11.834291,-0.00074709236
5481.1626,9.597765,6.445881,11.83092,-0.00074611255
5482.735,9.63645,6.484462,11.827547,-0.0007450676
5484.307,9.675152,6.523058,11.82417,-0.0007439573
5485.88,9.7138815,6.5616817,11.820789,-0.00074278127
5487.452,9.752615,6.600309,11.817407,-0.0007415404
5489.025,9.791376,6.638963,11.814019,-0.000740234
5490.597,9.830142,6.677621,11.81063,-0.0007388629
5492.1694,9.868922,6.7162933,11.807238,-0.0007374268
5493.742,9.907731,6.754993,11.80384,-0.0007359254
5495.3145,9.946543,6.793696,11.800441,-0.0007343596
5496.8867,9.985371,6.832413,11.797038,-0.00073272904
5498.4595,10.024226,6.871158,11.793632,-0.00073103333
5500.0317,10.063085,6.9099054,11.790222,-0.0007292736
5501.604,10.101959,6.948668,11.78681,-0.00072744937
5503.177,10.140861,6.9874573,11.783393,-0.0007255602
5504.749,10.179766,7.0262494,11.779974,-0.00072360726
5506.3213,10.218685,7.0650563,11.776552,-0.0007215901
5507.894,10.257633,7.10389,11.773126,-0.0007195082
5509.4663,10.296584,7.142726,11.769696,-0.0007173629
5511.039,10.335562,7.1815886,11.766263,-0.000715153
5512.6113,10.374543,7.220454,11.762828,-0.00071287993
5514.1836,10.41354,7.259334,11.759389,-0.00071054307
5515.7563,10.452563,7.298241,11.755945,-0.00070814183
5517.3286,10.4915905,7.3371506,11.7525,-0.0007056777
5518.901,10.530633,7.3760743,11.749051,-0.00070315023
5520.4736,10.569702,7.4150248,11.745598,-0.0007005585
5522.046,10.608775,7.453978,11.742143,-0.00069790427
5523.618,10.647862,7.4929457,11.738684,-0.0006951869
5525.191,10.686977,7.53194,11.73522,-0.00069240556
5526.763,10.726096,7.570937,11.731754,-0.00068956206
5528.336,10.765242,7.6099606,11.728284,-0.0006866548
5529.908,10.80439,7.648987,11.724812,-0.0006836857
5531.4805,10.8435545,7.688028,11.721335,-0.0006806539
5533.053,10.882746,7.7270956,11.717855,-0.0006775586
5534.6255,10.921941,7.7661657,11.714373,-0.0006744017
5536.1978,10.96115,7.805251,11.710887,-0.00067118247
5537.7705,11.000388,7.844363,11.707396,-0.0006679
5539.343,11.039629,7.883478,11.703903,-0.0006645564
5540.915,11.078886,7.922608,11.700407,-0.0006611507
5542.488,11.118171,7.961765,11.696906,-0.000657682
5544.06,11.157458,8.000925,11.693402,-0.0006541526
5545.633,11.196774,8.040112,11.689895,-0.0006505603
5547.205,11.2360935,8.079302,11.686385,-0.00064690755
5548.7773,11.275428,8.118507,11.682872,-0.0006431933
5550.35,11.314792,8.157741,11.679354,-0.00063941645
5551.9224,11.354158,8.196976,11.675833,-0.0006355796
5553.4946,11.393541,8.236227,11.672309,-0.0006316815
5555.0674,11.432953,8.275507,11.66878,-0.0006277212
5556.6396,11.472368,8.314789,11.66525,-0.0006237012
5558.212,11.5118,8.354087,11.661715,-0.0006196204
5559.7847,11.551261,8.393414,11.658176,-0.0006154776
5561.357,11.590726,8.432743,11.654634,-0.0006112756
5562.9297,11.630219,8.472101,11.651089,-0.0006070118
5564.502,11.669717,8.511463,11.64754,-0.00060268893
5566.074,11.709231,8.550841,11.643989,-0.00059830595
5567.647,11.7487755,8.590248,11.640432,-0.00059386145
5569.219,11.788324,8.629659,11.636873,-0.00058935845
5570.7915,11.82789,8.669086,11.63331,-0.0005847956
5572.3643,11.867486,8.708542,11.629744,-0.0005801716
5573.9365,11.907086,8.748003,11.626173,-0.0005754895
5575.509,11.946704,8.78748,11.622601,-0.0005707479
5577.0815,11.986352,8.826986,11.619022,-0.0005659455
5578.654,12.026005,8.866498,11.615442,-0.0005610855
5580.2266,12.065688,8.906038,11.611856,-0.0005561648
5581.799,12.105377,8.945583,11.608269,-0.0005511868
5583.371,12.145083,8.9851465,11.604678,-0.00054614997
5584.944,12.184821,9.024739,11.601082,-0.00054105296
5586.516,12.224564,9.064337,11.597484,-0.00053589896
5588.0884,12.264325,9.103952,11.593882,-0.0005306866
5589.661,12.304117,9.143598,11.590275,-0.00052541436
5591.2334,12.343916,9.183249,11.586666,-0.0005200856
5592.8057,12.383733,9.2229185,11.583053,-0.000514699
5594.3784,12.423581,9.262618,11.579435,-0.0005092528
5595.9507,12.463435,9.302323,11.575815,-0.0005037506
5597.5234,12.503322,9.342059,11.57219,-0.0004981891
5599.0957,12.543214,9.381802,11.568563,-0.00049257197
5600.668,12.583126,9.421562,11.564932,-0.00048689757
5602.2407,12.62307,9.461354,11.561296,-0.0004811643
5603.813,12.66302,9.501152,11.557657,-0.00047537583
5605.3853,12.702991,9.540969,11.554015,-0.00046953055
5606.958,12.742992,9.580816,11.550368,-0.00046362678
5608.5303,12.783002,9.620671,11.546719,-0.00045766833
5610.1025,12.823031,9.660545,11.543066,-0.0004516535
5611.6753,12.863092,9.700451,11.539408,-0.00044558058
5613.2476,12.903161,9.740363,11.535748,-0.00043945346
5614.82,12.943251,9.780294,11.532083,-0.00043327047
5616.3926,12.983372,9.820258,11.528414,-0.00042702976
5617.965,13.0235,9.860229,11.524742,-0.00042073542
5619.5376,13.063663,9.900231,11.521065,-0.00041438363
5621.11,13.103832,9.940241,11.5173855,-0.00040797854
5622.682,13.144022,9.98027,11.513702,-0.00040151834
5624.255,13.184245,10.020332,11.510015,-0.00039500115
5625.827,13.224477,10.060401,11.506323,-0.0003884312
5627.3994,13.264728,10.10049,11.502628,-0.00038180657
5628.972,13.305013,10.140611,11.498929,-0.00037512544
5630.5444,13.345305,10.180739,11.495227,-0.00036839204
5632.1167,13.385619,10.220888,11.491521,-0.0003616045
5633.6895,13.425965,10.261069,11.48781,-0.00035476085
5635.2617,13.466321,10.301258,11.484097,-0.0003478655
5636.8345,13.506709,10.341479,11.480378,-0.00034091438
5638.4067,13.547106,10.381708,11.476657,-0.00033391194
5639.979,13.587523,10.421958,11.472932,-0.0003268562
5641.552,13.6279745,10.462239,11.469202,-0.00031974513
5643.124,13.668434,10.502529,11.465469,-0.00031258332
5644.6963,13.708915,10.542839,11.461733,-0.0003053687
5646.269,13.749429,10.583181,11.457991,-0.00029809927
5647.8413,13.789951,10.623531,11.4542465,-0.00029077966
5649.4136,13.830494,10.663902,11.450499,-0.00028340777
5650.9863,13.871071,10.704306,11.446745,-0.00027598155
5652.5586,13.911656,10.744717,11.442988,-0.0002685057
5654.1313,13.952275,10.78516,11.439227,-0.00026097585
5655.7036,13.992903,10.825612,11.435463,-0.0002533968
5657.276,14.03355,10.866083,11.431695,-0.00024576642
5658.8486,14.074232,10.906589,11.427922,-0.00023808252
5660.421,14.114923,10.947101,11.424147,-0.00023035002
5661.993,14.155634,10.987633,11.420366,-0.00022256674
5663.566,14.196379,11.028198,11.416582,-0.00021473045
5665.138,14.237131,11.068771,11.412794,-0.00020684619
5666.7104,14.277905,11.1093645,11.409002,-0.00019891173
5668.283,14.318712,11.14999,11.405206,-0.00019092477
5669.8555,14.359529,11.190623,11.401406,-0.00018289048
5671.428,14.400377,11.23129,11.397601,-0.00017480404
5673.0005,14.441236,11.271964,11.393793,-0.00016667068
5674.5728,14.482114,11.312657,11.389982,-0.00015848811
5676.1455,14.5230255,11.353384,11.386165,-0.00015025394
5677.718,14.563946,11.394117,11.382345,-0.00014197349
5679.29,14.604886,11.434872,11.378521,-0.00013364443
5680.863,14.64586,11.475658,11.374692,-0.00012526433
5682.435,14.686842,11.516452,11.37086,-0.00011683859
5684.0073,14.727845,11.557265,11.367024,-0.00010836485
5685.58,14.768881,11.598112,11.363183,-9.9840654e-5
5687.1523,14.809925,11.638966,11.359339,-9.127149e-5
5688.725,14.851003,11.679852,11.35549,-8.265226e-5
5690.2974,14.892088,11.720745,11.351637,-7.398851e-5
5691.8696,14.933194,11.761659,11.34778,-6.527778e-5
5693.4424,14.974334,11.802605,11.343919,-5.651758e-5
5695.0146,15.015481,11.843557,11.340054,-4.7713544e-5
5696.587,15.056648,11.88453,11.336185,-3.8863185e-5
5698.1597,15.09785,11.925535,11.332311,-2.9963945e-5
5699.732,15.139059,11.966548,11.328434,-2.1021568e-5
5701.304,15.180288,12.00758,11.324553,-1.2033513e-5
5702.877,15.221551,12.048645,11.320666,-2.997193e-6
5704.449,15.262822,12.089717,11.316776,6.081558e-6
5706.022,15.304127,12.130821,11.312881,1.5208155e-5
5707.594,15.345438,12.171932,11.308983,2.4376708e-5
5709.1665,15.386771,12.213064,11.305081,3.358982e-5
5710.7393,15.428137,12.254229,11.301173,4.2850144e-5
5712.3115,15.469511,12.2954,11.297263,5.2151703e-5
5713.884,15.510905,12.336591,11.293347,6.149713e-5
5715.4565,15.552334,12.377814,11.289428,7.088912e-5
5717.029,15.59377,12.419045,11.285504,8.0321595e-5
5718.601,15.635226,12.460297,11.281576,8.979725e-5
5720.174,15.676717,12.501581,11.277643,9.9318815e-5
5721.746,15.718216,12.542872,11.273706,0.00010888012
5723.3184,15.759735,12.584184,11.269766,0.0001184839
5724.891,15.80129,12.625527,11.2658205,0.0001281329
5726.4634,15.842851,12.66688,11.26187,0.00013782088
5728.036,15.884446,12.708265,11.257916,0.00014755364
5729.6084,15.926051,12.749658,11.253958,0.00015732489
5731.1807,15.967676,12.791071,11.249996,0.00016713738
5732.7534,16.009336,12.832518,11.246028,0.00017699394
5734.3257,16.051004,12.873972,11.242057,0.00018688821
5735.898,16.092693,12.915447,11.238082,0.00019682299
5737.4707,16.134418,12.956956,11.234101,0.00020680112
5739.043,16.176151,12.998473,11.230117,0.00021681617
5740.615,16.217907,13.04001,11.226129,0.00022687098
5742.188,16.259697,13.081583,11.222135,0.00023696842
5743.7603,16.301495,13.123163,11.218137,0.00024710197
5745.333,16.343328,13.164777,11.214134,0.0002572777
5746.9053,16.385172,13.2064,11.210128,0.00026748894
5748.4775,16.427038,13.248044,11.206117,0.00027773867
5750.0503,16.468939,13.289723,11.202101,0.0002880298
5751.6226,16.510849,13.331411,11.198081,0.00029835568
5753.195,16.552782,13.373121,11.194057,0.00030871923
5754.7676,16.594751,13.414866,11.190027,0.0003191234
5756.34,16.63673,13.45662,11.185994,0.0003295615
5757.912,16.678732,13.498397,11.181956,0.00034003647
5759.485,16.720772,13.540209,11.177914,0.00035055127
5761.057,16.762821,13.582029,11.173866,0.00036109917
5762.63,16.804907,13.623887,11.169814,0.0003716864
5764.202,16.847002,13.665753,11.165759,0.00038230608
5765.7744,16.889122,13.7076435,11.161698,0.0003929613
5767.347,16.93128,13.749569,11.157633,0.000403655
5768.9194,16.973448,13.791505,11.1535635,0.00041438037
5770.4917,17.01564,13.833465,11.149489,0.00042514037
5772.0645,17.057869,13.875461,11.145409,0.0004359381
5773.6367,17.100111,13.917467,11.141326,0.00044676656
5775.209,17.142376,13.959497,11.137238,0.0004576288
5776.7817,17.18468,14.001565,11.133143,0.00046852796
5778.354,17.226995,14.043643,11.129046,0.00047945694
5779.927,17.26935,14.085759,11.124943,0.00049042224
5781.499,17.311714,14.127886,11.120836,0.0005014168
5783.0713,17.354105,14.170037,11.116725,0.0005124437
5784.644,17.396536,14.212226,11.112608,0.00052350614
5786.2163,17.438976,14.254426,11.108487,0.0005345968
5787.7886,17.481445,14.296652,11.104362,0.00054571894
5789.3613,17.52395,14.338915,11.10023,0.0005568757
5790.9336,17.566471,14.38119,11.096095,0.00056805986
5792.506,17.609016,14.423491,11.091956,0.0005792745
5794.0786,17.6516,14.46583,11.0878105,0.0005905229
5795.651,17.694199,14.508181,11.083661,0.0006017977
5797.2236,17.736835,14.55057,11.079506,0.0006131057
5798.796,17.779486,14.592972,11.075347,0.00062443945
5800.368,17.822163,14.635399,11.071183,0.0006358022
5801.941,17.86488,14.677866,11.067014,0.0006471972
5803.513,17.90761,14.720345,11.06284,0.000658617
5805.0854,17.950367,14.76285,11.058662,0.0006700649
5806.658,17.993164,14.805393,11.054479,0.000681544
5808.2305,18.035975,14.84795,11.05029,0.000693047
5809.8027,18.078812,14.8905325,11.046098,0.0007045771
5811.3755,18.121689,14.933154,11.041899,0.0007161375
5812.9478,18.164581,14.975788,11.037696,0.0007277208
5814.5205,18.207512,15.018462,11.033487,0.0007393338
5816.093,18.250458,15.061149,11.029275,0.00075096893
5817.665,18.29343,15.103862,11.025058,0.00076262956
5819.238,18.336443,15.146614,11.020834,0.0007743189
5820.81,18.379469,15.189379,11.016606,0.0007860294
5822.3823,18.422522,15.232169,11.012374,0.00079776434
5823.955,18.465616,15.275,11.008136,0.00080952706
5825.5273,18.508722,15.3178425,11.003894,0.0008213099
5827.0996,18.551857,15.360712,10.999646,0.0008331161
5828.6724,18.595032,15.40362,10.995393,0.00084494916
5830.2446,18.638218,15.446541,10.991135,0.0008568012
5831.817,18.681433,15.489488,10.986873,0.00086867565
5833.3896,18.724688,15.532474,10.982604,0.00088057586
5834.962,18.767956,15.575472,10.978332,0.00089249405
5836.5347,18.811264,15.618509,10.974052,0.0009044373
5838.107,18.854586,15.661558,10.9697695,0.00091639784
5839.679,18.897934,15.704633,10.965481,0.00092837895
5841.252,18.94132,15.747746,10.961186,0.0009403841
5842.824,18.98472,15.790873,10.956888,0.00095240545
5844.3965,19.028147,15.8340225,10.952584,0.00096444634
5845.969,19.071613,15.877212,10.948275,0.0009765102
5847.5415,19.115091,15.920412,10.94396,0.0009885891
5849.114,19.158594,15.963637,10.939641,0.0010006864
5850.6865,19.202137,16.0069,10.935316,0.0010128057
5852.259,19.245691,16.050177,10.930986,0.0010249389
5853.8315,19.289286,16.093489,10.92665,0.0010370932
5855.404,19.332891,16.136812,10.92231,0.0010492607
5856.976,19.376522,16.180159,10.917965,0.0010614448
5858.549,19.42019,16.223543,10.913612,0.0010736489
5860.121,19.463871,16.26694,10.909257,0.0010858651
5861.6934,19.507576,16.310358,10.904896,0.0010980967
5863.266,19.55132,16.353813,10.900527,0.0011103472
5864.8384,19.595074,16.39728,10.896155,0.0011226087
5866.4106,19.638851,16.440767,10.891778,0.0011348843
5867.9834,19.682667,16.484293,10.887394,0.0011471778
5869.5557,19.726494,16.527828,10.883005,0.0011594809
5871.1284,19.770357,16.5714,10.878611,0.001171801
5872.7007,19.81423,16.61498,10.874211,0.0011841301
5874.273,19.858128,16.658585,10.869806,0.0011964714
5875.8457,19.902061,16.702223,10.865396,0.0012088285
5877.418,19.946005,16.74587,10.86098,0.0012211933
5878.99,19.989971,16.789541,10.856559,0.0012335693
5880.563,20.033974,16.833246,10.852131,0.0012459599
5882.1353,20.077988,16.87696,10.847699,0.001258357
5883.7075,20.122023,16.920696,10.843261,0.001270764
5885.2803,20.166094,16.964466,10.838817,0.0012831844
5886.8525,20.210175,17.008245,10.834368,0.00129561
5888.4253,20.254292,17.05206,10.829912,0.001308048
5889.9976,20.298418,17.095882,10.825452,0.0013204906
5891.57,20.342566,17.139725,10.820987,0.001332941
5893.1426,20.38675,17.183603,10.816514,0.0013454028
5894.715,20.43094,17.22749,10.812037,0.0013578676
5896.287,20.475155,17.271395,10.807555,0.0013703391
5897.86,20.519405,17.315336,10.803065,0.0013828204
5899.432,20.563665,17.359285,10.798572,0.0013953038
5901.0044,20.607944,17.403255,10.794072,0.0014077924
5902.577,20.652262,17.447262,10.789565,0.0014202897
5904.1494,20.696587,17.491274,10.785054,0.0014327876
5905.722,20.740948,17.53532,10.780536,0.0014452934
5907.2944,20.785316,17.579374,10.776013,0.0014577989
5908.8667,20.829708,17.623451,10.771484,0.0014703075
5910.4395,20.874136,17.66756,10.766949,0.0014828226
5912.0117,20.918571,17.71168,10.762409,0.0014953361
5913.584,20.96303,17.75582,10.757863,0.0015078513
5915.1567,21.007524,17.799994,10.753309,0.0015203718
5916.729,21.052029,17.844175,10.748752,0.0015328892
5918.3013,21.096554,17.88838,10.744187,0.0015454071
5919.874,21.141117,17.932621,10.739616,0.0015579289
5921.4463,21.18569,17.97687,10.735042,0.0015704462
5923.019,21.230299,18.021152,10.730458,0.0015829665
5924.5913,21.274918,18.065447,10.725871,0.0015954815
5926.1636,21.31956,18.109762,10.721277,0.0016079947
5927.7363,21.364239,18.154114,10.716677,0.0016205093
5929.3086,21.40893,18.198475,10.712071,0.0016330173
5930.881,21.453644,18.242859,10.707459,0.0016455221
5932.4536,21.498398,18.287281,10.702841,0.001658027
5934.026,21.543161,18.331713,10.698216,0.0016705237
5935.598,21.58795,18.37617,10.693587,0.0016830157
5937.171,21.632778,18.420662,10.68895,0.0016955065
5938.743,21.67762,18.465168,10.684307,0.0017079877
5940.3154,21.722485,18.509697,10.679659,0.0017204628
5941.888,21.767391,18.554266,10.675003,0.0017329351
5943.4604,21.812311,18.598848,10.670342,0.0017453964
5945.033,21.857271,18.643469,10.665674,0.001757854
5946.6055,21.902246,18.688103,10.661001,0.0017702995
5948.1777,21.947248,18.732761,10.656322,0.0017827366
5949.7505,21.992292,18.777464,10.651634,0.0017951684
5951.3228,22.03735,18.822178,10.646942,0.0018075868
5952.895,22.08244,18.86692,10.642243,0.001819995
5954.468,22.12757,18.911705,10.637538,0.0018323965
5956.04,22.172718,18.956505,10.632827,0.001844783
5957.6123,22.217896,19.001333,10.628109,0.0018571579
5959.185,22.263117,19.046206,10.6233835,0.0018695246
5960.7573,22.308355,19.091093,10.618653,0.0018818747
5962.33,22.353642,19.136026,10.6139145,0.0018942157
5963.9023,22.398943,19.180975,10.609172,0.0019065391
5965.4746,22.444279,19.225956,10.604422,0.0019188483
5967.0474,22.489662,19.270983,10.599664,0.0019311466
5968.6196,22.535063,19.316029,10.594901,0.0019434259
5970.192,22.580498,19.361107,10.590132,0.0019556894
5971.7646,22.625982,19.40623,10.585355,0.0019679405
5973.337,22.671488,19.451374,10.580572,0.0019801708
